X;REGION;PUERTO;ANO_ARR;MES_ARR;DIA_ARR;HOR_ARR;EMBARC;FUNCION;RECURSO;PROCED;CAPTURA;DESTINO;HOR_BUC;N_BUZOS;LATITUD;LONGITUD;ESFUERZO;CPUE
49699;12;979;2016;7;11;845;614924;E;140;9841;8736;1;4800;1;-52.4342;-74.5177;48;182
49700;12;979;2016;8;31;700;613929;A;140;9841;8736;1;0;0;-52.4342;-74.5177;0;#¡DIV/0!
49701;12;979;2016;8;9;830;614607;E;140;8940;10920;1;4800;2;-50.75;-74.5;96;113.75
49704;12;979;2016;9;2;100;614835;E;140;9841;7644;1;3600;2;-52.4342;-74.5177;72;106.1666667
49709;12;979;2016;7;4;2000;614777;A;140;9833;21622;1;0;0;-49.8016;-75.1837;0;#¡DIV/0!
49710;12;979;2016;7;5;400;617905;A;140;9840;17472;1;0;0;-49.9686;-75.21710278;0;#¡DIV/0!
49712;12;979;2016;9;1;500;613632;E;140;9037;7644;1;0;1;-51.4676;-74.63459722;0;#¡DIV/0!
49713;12;979;2016;8;28;2330;615102;E;140;8819;9828;1;0;0;-51.2505;-75.08850833;0;#¡DIV/0!
49714;12;979;2016;7;8;1700;614700;E;140;9855;2774;1;0;1;-49.9352;-75.0334;0;#¡DIV/0!
49716;12;979;2016;7;15;1530;622210;E;140;9855;2796;1;3500;1;-49.9352;-75.0334;35;79.88571429
49717;12;979;2016;7;14;1753;622273;E;140;8290;655;1;800;1;-49.91666667;-74.93333333;8;81.875
49718;12;979;2016;8;10;1700;616978;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49719;12;979;2016;8;6;1700;613562;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
49720;12;979;2016;8;20;1700;613632;E;140;0;10265;1;0;0;0;0;0;#¡DIV/0!
49721;12;979;2016;8;13;1700;614829;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49722;12;979;2016;8;24;1700;614856;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
49723;12;979;2016;8;30;1700;614929;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49724;12;979;2016;8;18;1620;614776;E;140;8216;917;1;700;1;-50.05;-75.05;7;131
49725;12;979;2016;8;20;1500;622272;E;140;8216;459;1;500;1;-50.05;-75.05;5;91.8
49727;12;979;2016;7;8;645;614883;E;140;8780;7207;1;4800;1;-52.4843;-74.501;48;150.1458333
49728;12;979;2016;7;9;1700;615197;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
49729;12;979;2016;7;20;1147;615170;E;140;0;13104;1;0;1;0;0;0;#¡DIV/0!
49730;12;979;2016;8;27;230;614777;A;140;9833;16817;1;0;0;-49.8016;-75.1837;0;#¡DIV/0!
51329;12;979;2016;6;10;2300;614861;E;140;9742;9828;1;0;1;-52.501;-74.167;0;#¡DIV/0!
51334;12;979;2016;4;14;700;613659;E;140;9841;4248;1;4800;1;-52.4342;-74.5177;48;88.5
51344;12;979;2016;5;5;300;613645;E;140;9842;10584;1;3130;2;-50.13333333;-75.28333333;63;168
51345;12;979;2016;5;8;1400;615305;E;140;9410;9408;1;2400;1;-51.525215;-74.05510556;24;392
51346;12;979;2016;6;11;1700;615197;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
51351;12;979;2016;3;30;500;622262;E;140;9834;5220;1;600;2;-52.5344;-74.40080278;12;435
51358;12;979;2016;5;1;100;622257;E;140;9841;14112;1;3600;2;-52.4342;-74.5177;72;196
51359;12;979;2016;5;15;1700;613719;E;140;0;4704;1;0;0;0;0;0;#¡DIV/0!
51360;12;979;2016;5;28;1700;613791;E;140;0;9408;1;0;0;0;0;0;#¡DIV/0!
51361;12;979;2016;5;8;1700;614783;E;140;0;7056;1;0;0;0;0;0;#¡DIV/0!
51368;12;979;2016;4;22;800;614607;E;140;9037;8496;1;4800;2;-51.4676;-74.63459722;96;88.5
51387;12;979;2016;4;7;1700;621554;E;140;0;10620;1;0;0;0;0;0;#¡DIV/0!
51390;12;979;2016;5;29;600;622271;A;140;9360;11760;1;0;0;-50.46960333;-75.35821389;0;#¡DIV/0!
51391;12;979;2016;5;26;1800;616671;E;140;7928;2281;1;2000;1;-49.878925;-74.24135556;20;114.05
51392;12;979;2016;4;8;730;622219;E;140;9046;5947;1;2800;2;-51;-75.0167;56;106.1964286
51393;12;979;2016;4;13;700;614771;E;140;9742;9558;1;5600;2;-52.501;-74.167;112;85.33928571
51398;12;979;2016;6;16;500;615305;E;140;9812;4368;1;3500;1;-51.8517;-74.98529722;35;124.8
51406;12;979;2016;4;30;1700;613846;E;140;0;6372;1;0;0;0;0;0;#¡DIV/0!
51426;12;979;2016;3;26;1700;617758;E;140;0;6264;1;0;0;0;0;0;#¡DIV/0!
51428;12;979;2016;5;23;1700;613856;E;140;9855;2470;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51429;12;979;2016;5;23;1700;617797;E;140;9855;1105;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51439;12;979;2016;5;26;1700;614757;E;140;9855;1129;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51443;12;979;2016;4;25;1100;613671;E;140;9841;6372;1;0;2;-52.4342;-74.5177;0;#¡DIV/0!
51445;12;979;2016;4;12;1200;614723;E;140;9545;13806;1;0;1;-52.95061333;-74.09543611;0;#¡DIV/0!
51446;12;979;2016;4;16;1230;617769;E;140;9736;2761;1;0;1;-52.6847;-74.08350278;0;#¡DIV/0!
51447;12;979;2016;4;28;2000;617992;A;140;9926;16992;1;0;0;-50.5845;-75.03340278;0;#¡DIV/0!
51453;12;979;2016;5;22;2000;622257;E;140;9841;9408;1;2500;1;-52.4342;-74.5177;25;376.32
51455;12;979;2016;5;29;1000;614829;E;140;9841;16464;1;0;1;-52.4342;-74.5177;0;#¡DIV/0!
51456;12;979;2016;5;2;1200;614937;E;140;9528;11760;1;0;1;-52.725615;-73.77488056;0;#¡DIV/0!
51457;12;979;2016;5;9;1700;617769;E;140;8780;3763;1;0;1;-52.4843;-74.501;0;#¡DIV/0!
51462;12;979;2016;6;30;1700;615201;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
51466;12;979;2016;6;5;1200;613681;E;140;9840;12230;1;0;1;-49.9686;-75.21710278;0;#¡DIV/0!
51467;12;979;2016;4;23;1900;622259;E;140;9545;10620;1;7000;2;-52.95061333;-74.09543611;140;75.85714286
51481;12;979;2016;6;11;1700;614771;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
51482;12;979;2016;6;16;1700;622262;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
51483;12;979;2016;6;11;1700;621893;E;140;0;14196;1;0;0;0;0;0;#¡DIV/0!
51484;12;979;2016;4;6;1430;614861;E;140;9841;8496;1;4200;1;-52.4342;-74.5177;42;202.2857143
51490;12;979;2016;4;28;1700;621514;E;140;0;11682;1;0;0;0;0;0;#¡DIV/0!
51491;12;979;2016;6;7;1700;613571;E;140;0;9828;1;0;0;0;0;0;#¡DIV/0!
51492;12;979;2016;6;1;1700;615447;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
51497;12;979;2016;6;26;1700;614607;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
51500;12;979;2016;5;4;1700;622210;E;140;9059;9408;1;4930;2;-50.4676;-75.25050278;99;95.03030303
51510;12;979;2016;5;15;500;621893;E;140;9039;16464;1;8000;2;-51.167;-74.91850278;160;102.9
51511;12;979;2016;5;10;1700;614835;E;140;0;18816;1;0;0;0;0;0;#¡DIV/0!
51512;12;979;2016;5;18;1700;615369;E;140;0;14112;1;0;0;0;0;0;#¡DIV/0!
51513;12;979;2016;5;5;1700;615372;E;140;0;7056;1;0;0;0;0;0;#¡DIV/0!
51514;12;979;2016;5;28;1700;615382;E;140;0;14112;1;0;0;0;0;0;#¡DIV/0!
51515;12;979;2016;5;22;1700;617979;E;140;0;11760;1;0;0;0;0;0;#¡DIV/0!
51532;12;979;2016;5;24;1615;621299;E;140;9855;776;1;500;1;-49.9352;-75.0334;5;155.2
51544;12;979;2016;4;17;1700;613847;E;140;0;6372;1;0;0;0;0;0;#¡DIV/0!
51545;12;979;2016;4;21;1700;615346;E;140;0;8496;1;0;0;0;0;0;#¡DIV/0!
51555;12;979;2016;5;11;700;614924;E;140;8949;11760;1;4200;1;-50.78833333;-74.97305556;42;280
51556;12;979;2016;5;26;1800;613666;E;140;7929;2211;1;2000;2;-49.99675833;-74.88466667;40;55.275
51561;12;979;2016;6;14;1230;614883;E;140;8780;5460;1;5400;1;-52.4843;-74.501;54;101.1111111
51576;12;979;2016;4;30;1700;613784;E;140;0;4248;1;0;0;0;0;0;#¡DIV/0!
51594;12;979;2016;5;23;1700;614700;E;140;9855;847;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51595;12;979;2016;5;24;1700;617797;E;140;9855;706;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51613;12;979;2016;5;21;1800;617710;E;140;9841;9408;1;4200;1;-52.4342;-74.5177;42;224
51617;12;979;2016;5;6;900;621296;E;140;8999;8232;1;0;2;-51.5177;-74.75150278;0;#¡DIV/0!
51618;12;979;2016;5;16;1100;622269;E;140;9426;18816;1;0;2;-50.7515;-75.0167;0;#¡DIV/0!
51619;12;979;2016;4;21;945;615214;E;140;9961;8496;1;0;1;-52.36666667;-74.63305556;0;#¡DIV/0!
51620;12;979;2016;6;27;1800;912128;E;140;9029;5460;1;3000;2;-51.4676;-74.03340278;60;91
51623;12;979;2016;6;30;1700;615121;E;140;0;3276;1;0;0;0;0;0;#¡DIV/0!
51629;12;979;2016;5;25;1645;614757;E;140;9855;847;1;500;1;-49.9352;-75.0334;5;169.4
51630;12;979;2016;4;19;500;613681;E;140;8780;6797;1;3600;1;-52.4843;-74.501;36;188.8055556
51631;12;979;2016;4;21;730;613772;E;140;9027;13806;1;4800;2;-51.6513;-75.0167;96;143.8125
51635;12;979;2016;4;22;1330;616978;E;140;8949;8496;1;4000;2;-50.78833333;-74.97305556;80;106.2
51638;12;979;2016;6;6;500;614842;E;140;9489;6115;1;7200;1;-51.55;-74.3667;72;84.93055556
51640;12;979;2016;5;9;700;613569;E;140;9027;18816;1;3600;2;-51.6513;-75.0167;72;261.3333333
51644;12;979;2016;6;5;2300;617765;E;140;9412;8299;1;3200;2;-51.591945;-74.56722222;64;129.671875
51645;12;979;2016;6;16;1700;613666;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
51646;12;979;2016;6;11;1700;613671;E;140;0;5460;1;0;0;0;0;0;#¡DIV/0!
51647;12;979;2016;4;10;1800;617928;E;140;9841;6372;1;0;0;-52.4342;-74.5177;0;#¡DIV/0!
51649;12;979;2016;5;4;1300;615461;E;140;9841;9408;1;0;0;-52.4342;-74.5177;0;#¡DIV/0!
51650;12;979;2016;4;23;1700;621299;E;140;0;4248;1;0;0;0;0;0;#¡DIV/0!
51653;12;979;2016;6;1;1700;614828;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
51666;12;979;2016;5;19;815;614917;E;140;9834;7056;1;2400;1;-52.5344;-74.40080278;24;294
51667;12;979;2016;5;8;500;617765;E;140;8543;11760;1;3600;2;-52.16666667;-74.75;72;163.3333333
51668;12;979;2016;5;28;1700;614771;E;140;0;9408;1;0;0;0;0;0;#¡DIV/0!
51670;12;979;2016;5;3;1700;614892;E;140;0;11760;1;0;0;0;0;0;#¡DIV/0!
51689;12;979;2016;4;13;500;613541;E;140;9841;10620;1;3000;2;-52.4342;-74.5177;60;177
51690;12;979;2016;4;22;1230;615121;E;140;9834;9558;1;3500;2;-52.5344;-74.40080278;70;136.5428571
51697;12;979;2016;6;8;1100;615306;E;140;8999;8736;1;4200;1;-51.5177;-74.75150278;42;208
51701;12;979;2016;4;10;1700;614794;E;140;0;5735;1;0;0;0;0;0;#¡DIV/0!
51702;12;979;2016;4;18;1700;614795;E;140;0;8496;1;0;0;0;0;0;#¡DIV/0!
51713;12;979;2016;5;26;1745;614776;E;140;7928;2187;1;2000;1;-49.878925;-74.24135556;20;109.35
51716;12;979;2016;6;28;1800;613881;E;140;9807;6552;1;0;3;-52.37111167;-74.46472222;0;#¡DIV/0!
51759;12;979;2016;5;26;1800;613494;E;140;9855;1811;1;2000;1;-49.9352;-75.0334;20;90.55
51760;12;979;2016;5;26;1700;615420;E;140;9855;329;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51766;12;979;2016;4;20;1200;613730;E;140;9434;4248;1;0;1;-51.3507;-74.167;0;#¡DIV/0!
51767;12;979;2016;4;25;1730;614771;E;140;9742;9558;1;0;1;-52.501;-74.167;0;#¡DIV/0!
51768;12;979;2016;4;10;1030;614932;E;140;9438;12744;1;0;2;-51.3507;-74.334;0;#¡DIV/0!
51769;12;979;2016;4;16;1600;617981;E;140;9779;7434;1;0;1;-52.334;-74.8016;0;#¡DIV/0!
51774;12;979;2016;5;9;1100;613541;E;140;9841;15994;1;0;2;-52.4342;-74.5177;0;#¡DIV/0!
51776;12;979;2016;5;19;2215;614735;E;140;9046;14112;1;0;2;-51;-75.0167;0;#¡DIV/0!
51777;12;979;2016;5;16;630;614883;E;140;8780;9408;1;0;1;-52.4843;-74.501;0;#¡DIV/0!
51778;12;979;2016;5;11;1200;615470;E;140;9355;16464;1;0;0;-52.2171;-74.73480278;0;#¡DIV/0!
51779;12;979;2016;5;9;20;622221;E;140;9023;9173;1;0;1;-51.751945;-74.53833333;0;#¡DIV/0!
51780;12;979;2016;6;24;700;614770;E;140;9977;6552;1;3000;2;-52.66666667;-74.16666667;60;109.2
51789;12;979;2016;6;30;1900;614753;E;140;9834;1529;1;0;1;-52.5344;-74.40080278;0;#¡DIV/0!
51792;12;979;2016;4;21;500;614926;E;140;9961;10620;1;6300;1;-52.36666667;-74.63305556;63;168.5714286
51793;12;979;2016;4;21;730;620625;E;140;9027;12744;1;4200;2;-51.6513;-75.0167;84;151.7142857
51795;12;979;2016;3;23;430;613820;E;140;9834;12528;1;3600;2;-52.5344;-74.40080278;72;174
51805;12;979;2016;5;7;2000;614806;E;140;9842;18816;1;2800;1;-50.13333333;-75.28333333;28;672
51806;12;979;2016;5;16;600;614933;E;140;9736;10584;1;4200;1;-52.6847;-74.08350278;42;252
51809;12;979;2016;6;11;1700;615383;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
51813;12;979;2016;4;27;1700;620177;E;140;0;10620;1;0;0;0;0;0;#¡DIV/0!
51815;12;979;2016;6;5;1700;614607;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
51816;12;979;2016;6;1;1700;614809;E;140;0;5023;1;0;0;0;0;0;#¡DIV/0!
51817;12;979;2016;6;27;1700;615335;E;140;0;1747;1;0;0;0;0;0;#¡DIV/0!
51819;12;979;2016;6;7;900;617738;E;140;8501;10920;1;5500;1;-51.18794444;-75.071175;55;198.5454545
51820;12;979;2016;4;26;330;617780;E;140;9812;11682;1;4200;1;-51.8517;-74.98529722;42;278.1428571
51822;12;979;2016;6;12;1700;620177;E;140;0;9828;1;0;0;0;0;0;#¡DIV/0!
51831;12;979;2016;5;9;1300;615477;E;140;8780;11760;1;6400;1;-52.4843;-74.501;64;183.75
51832;12;979;2016;5;8;200;621515;E;140;8780;7526;1;2700;1;-52.4843;-74.501;27;278.7407407
51833;12;979;2016;5;28;1700;613541;E;140;0;11760;1;0;0;0;0;0;#¡DIV/0!
51834;12;979;2016;5;2;1700;614750;E;140;0;14112;1;0;0;0;0;0;#¡DIV/0!
51835;12;979;2016;5;11;1700;614922;E;140;0;11760;1;0;0;0;0;0;#¡DIV/0!
51836;12;979;2016;5;28;1700;615305;E;140;0;8232;1;0;0;0;0;0;#¡DIV/0!
51847;12;979;2016;4;10;1900;613890;E;140;9926;12744;1;6000;2;-50.5845;-75.03340278;120;106.2
51852;12;979;2016;4;4;600;615465;E;140;9841;6372;1;1800;2;-52.4342;-74.5177;36;177
51861;12;979;2016;4;5;1700;614794;E;140;0;8496;1;0;0;0;0;0;#¡DIV/0!
51871;12;979;2016;4;23;1600;613645;E;140;9537;10620;1;0;0;-52.90959;-73.80272222;0;#¡DIV/0!
51872;12;979;2016;4;23;1900;614912;E;140;9728;7434;1;0;2;-52.96666667;-73.65;0;#¡DIV/0!
51875;12;979;2016;5;25;1700;615420;E;140;7927;988;1;600;1;-49.90831667;-74.98618056;6;164.6666667
51876;12;979;2016;6;13;1800;622259;E;140;9840;8736;1;0;2;-49.9686;-75.21710278;0;#¡DIV/0!
51885;12;979;2016;5;29;1300;621554;E;140;8819;11760;1;5400;1;-51.2505;-75.08850833;54;217.7777778
51904;12;979;2016;5;23;1700;613841;E;140;9855;1247;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51905;12;979;2016;5;23;1700;614776;E;140;9855;847;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51906;12;979;2016;5;23;1700;621299;E;140;9855;1152;1;0;0;-49.9352;-75.0334;0;#¡DIV/0!
51914;12;979;2016;5;19;2200;615100;E;140;9039;9408;1;4200;2;-51.167;-74.91850278;84;112
51915;12;979;2016;4;6;500;613883;E;140;9355;9558;1;0;2;-52.2171;-74.73480278;0;#¡DIV/0!
51916;12;979;2016;4;23;1400;614806;E;140;9545;11682;1;0;2;-52.95061333;-74.09543611;0;#¡DIV/0!
51917;12;979;2016;4;10;1030;622218;E;140;9046;10620;1;0;2;-51;-75.0167;0;#¡DIV/0!
51921;12;979;2016;5;24;530;622219;E;140;9046;10819;1;7200;1;-51;-75.0167;72;150.2638889
51924;12;979;2016;5;13;1;613883;E;140;9426;10584;1;0;2;-50.7515;-75.0167;0;#¡DIV/0!
51925;12;979;2016;5;19;700;615461;E;140;9841;10584;1;0;0;-52.4342;-74.5177;0;#¡DIV/0!
51926;12;979;2016;4;4;1;623719;E;140;9840;12744;1;0;2;-49.9686;-75.21710278;0;#¡DIV/0!
51937;12;979;2016;6;4;1200;615461;E;140;9355;8736;1;0;0;-52.2171;-74.73480278;0;#¡DIV/0!
51938;12;979;2016;6;21;200;613452;E;140;9834;5460;1;0;1;-52.5344;-74.40080278;0;#¡DIV/0!
51939;12;979;2016;6;28;1830;613847;E;140;9046;5460;1;0;3;-51;-75.0167;0;#¡DIV/0!
51942;12;979;2016;5;24;1630;616671;E;140;9855;917;1;600;1;-49.9352;-75.0334;6;152.8333333
51943;12;979;2016;4;25;2300;614861;E;140;9742;10620;1;2000;1;-52.501;-74.167;20;531
51944;12;979;2016;4;21;900;614922;E;140;9037;8496;1;4500;2;-51.4676;-74.63459722;90;94.4
51948;12;979;2016;6;2;300;615102;E;140;8781;8736;1;3000;2;0;0;60;145.6
51953;12;979;2016;6;11;1700;614864;A;140;0;32323;1;0;0;0;0;0;#¡DIV/0!
51956;12;979;2016;5;9;700;613772;E;140;9027;16464;1;3600;2;-51.6513;-75.0167;72;228.6666667
51957;12;979;2016;5;1;2100;614835;E;140;9834;8232;1;3500;2;-52.5344;-74.40080278;70;117.6
51958;12;979;2016;5;6;700;615287;E;140;9926;12936;1;3000;1;-50.5845;-75.03340278;30;431.2
51960;12;979;2016;6;11;1700;615183;E;140;0;3276;1;0;0;0;0;0;#¡DIV/0!
51961;12;979;2016;5;18;1900;614927;E;140;9841;8232;1;4800;2;-52.4342;-74.5177;96;85.75
51962;12;979;2016;5;25;600;613659;E;140;9841;7056;1;3000;1;-52.4342;-74.5177;30;235.2
51963;12;979;2016;4;4;700;613748;E;140;8780;11682;1;8400;1;-52.4843;-74.501;84;139.0714286
51975;12;979;2016;6;4;1700;614778;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
51976;12;979;2016;6;23;1700;617992;A;140;0;15288;1;0;0;0;0;0;#¡DIV/0!
51984;12;979;2016;5;22;1700;613929;A;140;0;16464;1;0;0;0;0;0;#¡DIV/0!
51986;12;979;2016;5;27;1700;614835;E;140;0;9408;1;0;0;0;0;0;#¡DIV/0!
51987;12;979;2016;5;6;1700;622262;E;140;0;16464;1;0;0;0;0;0;#¡DIV/0!
52007;12;979;2016;4;18;600;615147;E;140;8780;7434;1;2000;1;-52.4843;-74.501;20;371.7
52020;12;979;2016;6;11;800;615339;E;140;9413;8736;1;0;3;-52.36666667;-73.96666667;0;#¡DIV/0!
52033;12;979;2016;4;29;1700;613820;E;140;0;8496;1;0;0;0;0;0;#¡DIV/0!
49733;12;979;2016;8;15;600;622263;E;140;9026;7644;1;0;2;-51.833055;-74.5;0;#¡DIV/0!
49737;12;979;2016;8;2;400;621514;E;140;8999;10920;1;3600;1;-51.5177;-74.75150278;36;303.3333333
49738;12;979;2016;8;15;1700;613720;E;140;0;6115;1;0;1;0;0;0;#¡DIV/0!
49741;12;979;2016;9;3;800;614700;E;140;9039;7644;1;0;1;-51.167;-74.91850278;0;#¡DIV/0!
49742;12;979;2016;9;1;1700;617928;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
49744;12;979;2016;8;11;1100;614842;E;140;9700;1747;1;3000;1;-54.71666667;-71.86666667;30;58.23333333
49746;12;979;2016;7;30;1700;614889;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49749;12;979;2016;8;7;1900;614892;E;140;8949;17472;1;4200;2;-50.78833333;-74.97305556;84;208
49753;12;979;2016;7;7;800;613929;A;140;9841;10920;1;0;0;-52.4342;-74.5177;0;#¡DIV/0!
49754;12;979;2016;7;4;700;614856;E;140;9855;8736;1;0;2;-49.9352;-75.0334;0;#¡DIV/0!
49755;12;979;2016;7;16;1740;617710;E;140;9841;8736;1;0;1;-52.4342;-74.5177;0;#¡DIV/0!
49757;12;979;2016;8;23;300;613452;E;140;9834;5023;1;4000;1;-52.5344;-74.40080278;40;125.575
49760;12;979;2016;8;3;1700;622262;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
49761;12;979;2016;8;23;1700;617655;E;140;0;19656;1;0;0;0;0;0;#¡DIV/0!
49765;12;979;2016;7;3;1700;617738;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49766;12;979;2016;7;19;1700;621299;E;140;0;4368;1;0;0;0;0;0;#¡DIV/0!
49769;12;979;2016;8;28;2020;614864;A;140;9840;6552;1;0;0;-49.9686;-75.21710278;0;#¡DIV/0!
49770;12;979;2016;8;27;1600;614892;E;140;9926;8736;1;0;2;-50.5845;-75.03340278;0;#¡DIV/0!
49771;12;979;2016;8;18;1530;615205;E;140;9033;6552;1;0;1;-51.334;-75.10521111;0;#¡DIV/0!
49775;12;979;2016;8;3;330;614806;E;140;9842;10920;1;6400;2;-50.13333333;-75.28333333;128;85.3125
49776;12;979;2016;7;21;1700;617738;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49784;12;979;2016;8;15;1100;613541;E;140;9812;12012;1;2000;1;-51.8517;-74.98529722;20;600.6
49786;12;979;2016;7;29;1700;614929;E;140;0;8736;1;0;0;0;0;0;#¡DIV/0!
49792;12;979;2016;7;11;600;613632;E;140;9930;10920;1;0;2;-49.08611167;-75.57166667;0;#¡DIV/0!
49793;12;979;2016;7;21;650;617953;E;140;9926;13104;1;6000;1;-50.5845;-75.03340278;60;218.4
49795;12;979;2016;7;28;1000;622261;E;140;8998;10920;1;2000;2;-51.501;-75.13610833;40;273
49800;12;979;2016;8;24;1700;614753;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49801;12;979;2016;8;9;1700;614927;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
49802;12;979;2016;8;23;1700;614937;E;140;0;5460;1;0;0;0;0;0;#¡DIV/0!
49803;12;979;2016;8;9;1700;620177;E;140;0;13104;1;0;0;0;0;0;#¡DIV/0!
49804;12;979;2016;8;21;1700;622262;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49806;12;979;2016;8;18;1837;613581;E;140;8216;655;1;800;1;-50.05;-75.05;8;81.875
49808;12;979;2016;7;21;1700;614808;E;140;0;8736;1;0;0;0;0;0;#¡DIV/0!
49809;12;979;2016;7;20;1700;614869;E;140;0;4368;1;0;0;0;0;0;#¡DIV/0!
49810;12;979;2016;8;28;1300;613784;E;140;9834;4150;1;0;2;-52.5344;-74.40080278;0;#¡DIV/0!
49811;12;979;2016;8;18;1600;617957;A;140;9425;19656;1;0;0;-50.7515;-74.96859722;0;#¡DIV/0!
49812;12;979;2016;8;23;900;622271;A;140;9046;10920;1;0;0;-51;-75.0167;0;#¡DIV/0!
49817;12;979;2016;8;2;600;614894;E;140;9501;6552;1;4800;1;-52.933055;-73.76666667;48;136.5
49818;12;979;2016;8;5;1000;615170;E;140;9834;12012;1;6400;2;-52.5344;-74.40080278;128;93.84375
49826;12;979;2016;8;29;800;615402;E;140;9736;16380;1;8000;2;-52.6847;-74.08350278;160;102.375
49827;12;979;2016;8;19;400;613820;E;140;9963;13104;1;4000;1;-50.575;-75.39222222;40;327.6
49828;12;979;2016;8;25;430;614772;E;140;8922;12012;1;4200;2;-52.39861111;-74.58333333;84;143
49829;12;979;2016;7;30;1700;614856;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49830;12;979;2016;7;29;1700;615100;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
49840;12;979;2016;7;14;1300;622262;E;140;9926;8736;1;0;2;-50.5845;-75.03340278;0;#¡DIV/0!
49844;12;979;2016;8;25;1700;622271;A;140;0;8736;1;0;0;0;0;0;#¡DIV/0!
49845;12;979;2016;8;6;1700;615172;E;140;0;13541;1;0;0;0;0;0;#¡DIV/0!
49848;12;979;2016;7;19;500;613822;E;140;0;13104;1;0;1;0;0;0;#¡DIV/0!
49849;12;979;2016;8;19;1700;614776;E;140;8216;983;1;700;1;-50.05;-75.05;7;140.4285714
49850;12;979;2016;8;20;1610;613581;E;140;8216;229;1;500;1;-50.05;-75.05;5;45.8
49851;12;979;2016;7;27;400;614829;E;140;8995;9828;1;0;0;-52.0167;-74.31729722;0;#¡DIV/0!
49853;12;979;2016;7;20;1700;617928;E;140;0;15288;1;0;0;0;0;0;#¡DIV/0!
49856;12;979;2016;8;29;800;613521;E;140;9736;6552;1;0;2;-52.6847;-74.08350278;0;#¡DIV/0!
49857;12;979;2016;8;30;1900;615346;E;140;9498;6552;1;0;2;-51.0668;-74.30059722;0;#¡DIV/0!
49858;12;979;2016;8;22;1600;617797;E;140;9059;7644;1;0;2;-50.4676;-75.25050278;0;#¡DIV/0!
49862;12;979;2016;9;2;1800;614723;E;140;8398;9173;1;0;1;-52.71666667;-74.68333333;0;#¡DIV/0!
49866;12;979;2016;8;9;2359;615102;E;140;9037;5897;1;6000;1;-51.4676;-74.63459722;60;98.28333333
49867;12;979;2016;8;10;1000;615447;E;140;9961;10920;1;4200;2;-52.36666667;-74.63305556;84;130
49868;12;979;2016;8;19;700;623719;E;140;9833;8736;1;2500;2;-49.8016;-75.1837;50;174.72
49869;12;979;2016;7;1;1700;622219;E;140;0;6552;1;0;0;0;0;0;#¡DIV/0!
49870;12;979;2016;7;24;1700;615402;E;140;0;10920;1;0;0;0;0;0;#¡DIV/0!
49871;12;979;2016;7;31;1700;613645;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49883;12;979;2016;7;30;1520;615175;E;140;9840;13104;1;0;2;-49.9686;-75.21710278;0;#¡DIV/0!
49888;12;979;2016;7;4;800;615205;E;140;9413;6552;1;0;1;-52.36666667;-73.96666667;0;#¡DIV/0!
49889;12;979;2016;7;12;1200;622218;E;140;9059;8736;1;0;1;-50.4676;-75.25050278;0;#¡DIV/0!
49892;12;979;2016;7;8;1700;622210;E;140;9855;1463;1;0;1;-49.9352;-75.0334;0;#¡DIV/0!
49894;12;979;2016;8;6;1700;613521;E;140;0;7644;1;0;0;0;0;0;#¡DIV/0!
49895;12;979;2016;8;23;1700;621296;E;140;0;5460;1;0;0;0;0;0;#¡DIV/0!
